-4.219760976072866043e-01,-5.261896843213931252e-01,-3.305213675830925624e+00,-1.973976149009027514e+00,-2.951829931169003274e+00,-2.100352219579707302e+00,-2.310902303308535188e+00,-3.059355795431850655e-01,-3.495755149065009171e+00,-8.484750627092956243e-01,-2.061896497579948750e+00,-2.582170603551155352e+00,-4.284366466810382690e+00,-9.496745649699191993e-01,-1.306424874190207364e+00,-2.671620878910052621e-01,-2.655552803140993845e+00,-4.049783611706495812e+00,-3.511981073678010823e+00,1.573125831115462780e-02,0.000000000000000000e+00
3.085240254660590153e+00,-1.375639050099634941e+00,1.902902785339677383e-01,2.168934413675782658e-02,1.444397952224827142e+00,5.365265663299567667e-01,4.070183651771841493e-01,4.698279653641469489e-01,4.946111445255784167e-01,2.651597693630702857e+00,2.487527916981341569e+00,1.684389870804315237e+00,-1.148248767460506858e-01,1.195772314591679431e+00,1.334870690086181533e+00,-5.570453665521075681e-01,6.330965930621585969e-01,1.904906440874913898e-01,2.412474853968612276e+00,7.680255516533974758e-01,1.000000000000000000e+00
5.377030256950492415e+00,2.873129407727154749e+00,2.610896085946706968e+00,3.168155371260306996e+00,2.675396820436363399e+00,2.920722516811574909e+00,2.445413193069877700e+00,3.511692473884550303e+00,3.811693439006927697e+00,2.309367295936394449e+00,5.314400737847491563e+00,4.395224126365597783e+00,2.187964563989594602e+00,1.911877313232155595e+00,2.809697652149457880e+00,3.232422616100445012e+00,3.052321469671086973e+00,4.018545696510718024e+00,4.259583306450664075e+00,4.868891608486602074e+00,0.000000000000000000e+00
2.537427326645299352e+00,2.835822959660187159e+00,3.244383429265692342e+00,1.765130811614985751e+00,2.431738973315423102e+00,1.519254304852749593e+00,3.932902295543545534e+00,1.707096939064333352e+00,1.556622791607324530e+00,1.333424812880029675e+00,5.275524153350740875e+00,2.767657092946142150e+00,4.207400821975862293e+00,3.443616637305629169e+00,4.016566196607523231e+00,2.873409813044344396e+00,2.460073814690822758e+00,2.500774121183394705e+00,2.873796790374172794e+00,1.879348718008057473e+00,0.000000000000000000e+00
4.197639393469793312e+00,5.535359624332985895e+00,2.061146535875455488e-01,1.026861859027297097e-01,3.189528204619372254e+00,1.520805663784993822e+00,3.315390370280970611e-01,2.015966814968377818e+00,2.859969511615054749e-01,-2.893575055805881480e-01,3.132970523576260380e+00,2.724599147331515425e+00,2.524373257521966174e+00,4.264214184892362702e+00,2.734314183775245155e+00,2.942496017654241403e+00,2.446883618238800739e+00,2.250584486560534891e+00,2.274154273361630452e+00,1.953353647924802150e+00,0.000000000000000000e+00
3.610394978060410764e+00,1.731405305447505372e+00,4.062782654712330022e+00,5.317529131754466398e+00,3.319333249252569118e+00,4.692123924275146685e+00,2.375366658264946196e+00,2.339883863426969413e+00,2.981654410482682316e+00,1.793473332973096523e+00,3.970725439261206802e+00,4.242454414047305278e+00,4.230298903102458041e+00,3.890969347750974805e+00,3.338701568291082999e+00,2.313282245588234698e+00,2.908100679390885013e+00,4.295248188145627033e+00,4.476783660469034309e+00,4.295999427248013980e+00,0.000000000000000000e+00
5.980054808915920894e+00,5.558055839573564860e+00,5.419317435398782301e+00,3.283557737825775646e+00,6.746493828043957031e+00,4.298589180361244821e+00,5.886850248441923839e+00,5.271755075660363055e+00,4.690603661168680105e+00,4.458062330385700989e+00,4.892545737292759434e+00,2.925116019167992576e+00,4.813362861360948486e+00,5.559687121674879329e+00,3.051431244031864054e+00,5.159147432080951390e+00,4.660371278245445836e+00,4.110922859776957594e+00,4.348002988256433277e+00,3.587687408603071226e+00,1.000000000000000000e+00
-2.680967696745812923e+00,7.265446554185450712e-01,-5.715699176717745633e-01,-1.100108662616909205e+00,-3.157872488309882986e-01,-4.001738714180516077e+00,-2.621575168076986095e+00,-3.573221090001728051e+00,-2.223891104109348760e+00,-3.748662619327759238e+00,-6.174041932158316204e-01,-2.204528309922525686e+00,-1.437972555173516964e+00,1.092734108660693426e-01,-1.558712755801071603e+00,-2.138746792771438976e+00,-9.294863473042258573e-01,-3.436941344363064310e+00,-6.073103803840910864e+00,-1.713519626152275377e+00,1.000000000000000000e+00
-2.993989230691099124e+00,-1.773088537304248868e+00,-3.623430714838525191e+00,-8.860780379798482986e-01,-2.463257252242629036e+00,-1.250704023510310625e+00,-1.605870017574478448e+00,-2.880560800575787006e+00,-1.998405042550365218e+00,-1.480873345153745690e+00,-1.644706188880442843e+00,-1.586688570705031553e+00,-2.028398540499120273e+00,-2.368602942410368506e+00,-3.651317535548274762e+00,-2.585307642727819655e+00,-2.697070273842292920e+00,-3.057331817795451379e+00,-1.279090901292018634e+00,-4.067230442711189831e+00,1.000000000000000000e+00
3.653535197810418911e+00,5.898447210920601869e+00,3.764398135952948365e+00,9.867617262684426294e+00,4.321950232138716430e+00,5.993268015576715513e+00,5.545970982478745981e+00,8.291832294863908714e+00,5.891436699635114849e+00,6.835546445831970352e+00,5.277370998435303662e+00,8.216939196331589201e+00,4.927515034587027110e+00,3.955900057462272468e+00,7.207625373132271918e+00,6.720882988689750981e+00,5.981297501191297883e+00,7.698614606393920923e+00,5.968320763725209588e+00,6.429468052693366076e+00,0.000000000000000000e+00
