-9.496924042620262796e-01,-1.408119964208492725e+00,2.101801634739139946e+00,1.555083425278548592e+00,6.234577833044443462e-01,1.829195709379218160e+00,6.515999284150193471e-01,2.435964916093001698e+00,4.039718902755207175e-02,3.857624726881236477e+00,-4.332043832663945437e-02,2.606787200261104775e-01,2.647417524929534416e+00,-9.195932882861201918e-02,1.200039796591471752e+00,2.117691285544251123e+00,-1.375648851882457446e+00,2.701922500262499138e-01,-1.618630486675076252e+00,1.578293679158717211e+00,1.000000000000000000e+00
8.832349805184495750e+00,5.849296449255033892e+00,5.033174160947235798e+00,5.619510082931849837e+00,5.575623383007105360e+00,5.424374614444265497e+00,4.284867007058858590e+00,4.603424798912069349e+00,4.275809972609289744e+00,4.268357599545485215e+00,5.173406062288860241e+00,4.869567262852642742e+00,6.741146542322097979e+00,5.997524732725302954e+00,5.236056478093591871e+00,3.141809182850253901e+00,4.788284145780028922e+00,5.221865075722842420e+00,5.773344742559301856e+00,6.760814211179401845e+00,1.000000000000000000e+00
1.295956965065260480e+00,-3.001412159411152913e+00,1.903998068832693624e+00,8.247192954568323131e-01,1.320263754444984672e+00,1.020360834520285254e+00,6.474830740420395303e-01,2.195703212274849658e+00,2.188630242325127373e+00,1.098193740992106537e+00,1.672629730556721261e+00,8.321160969292845655e-01,1.465154501937838916e+00,3.023648762768386788e+00,2.320933221003199876e+00,2.534125123974908966e+00,8.561586200692570259e-01,4.686500923267243879e-01,1.110169211922315657e+00,1.942264269026800605e+00,0.000000000000000000e+00
6.025323107587792215e+00,1.670233302045415869e+00,4.369464465241351014e+00,3.539397464102089330e+00,5.021721495436697325e+00,4.037538591130955368e+00,6.048113780557741848e+00,4.414958541976834461e+00,2.651885538132658038e+00,3.835958896496063808e+00,3.984624183096252548e+00,2.936719241498217947e+00,3.189224385904489978e+00,3.585944335452893927e+00,4.667798251169760881e+00,5.565305137300651239e+00,9.666396728076322997e-01,2.800880623982829221e+00,3.250327012270183502e+00,3.339473307492637932e+00,1.000000000000000000e+00
-3.274868539012458779e-01,-1.684359826737147126e+00,-7.748519975235981239e-01,-1.529643688452657635e-01,5.423826358075418685e-01,1.084345497618630638e-01,9.569800225955001904e-01,-1.118431591856455798e+00,1.392213447983063235e+00,8.691565358609618652e-01,1.292009136778043299e+00,-1.636950770497231922e-01,-2.381905726996484951e+00,6.510634290775729749e-01,-7.294893618747637642e-01,-8.087287666588245383e-01,-2.445368610360085793e-01,-1.028838765456216775e+00,-1.319452099934536937e+00,-7.317712264034164082e-01,0.000000000000000000e+00
2.427981434398152505e+00,2.853739500161690756e+00,2.227188068669208931e+00,2.864852133064446527e+00,3.091713995961562489e+00,2.560727179195457115e+00,3.660879473671472262e+00,5.019677981864249183e+00,3.054393772850740874e-01,2.327441945550048352e+00,1.407782070846868905e+00,2.783539840706992230e+00,4.017239019443585857e-01,3.227074776492950825e+00,2.994771934799405066e+00,6.082637234531319770e+00,1.767225422336260454e+00,3.458102407373632836e+00,3.176325412782492030e+00,1.110745020554445350e+00,0.000000000000000000e+00
2.664907747359942736e+00,1.850648990004344796e+00,3.733978617421803037e+00,3.820001760451543937e+00,2.077905653024740396e+00,2.741976671724493997e+00,2.152750189638441114e+00,2.857655492159858923e+00,8.231955409257880607e-01,1.679889902377564859e+00,-2.101271431287354829e-01,2.303702280114125145e+00,2.421556824227307558e+00,1.560541547870683443e+00,2.944864122411746887e+00,2.071335577405578388e+00,1.385653594667728417e+00,1.925226210611920008e+00,4.193986063164421019e-01,1.773700649078066904e+00,0.000000000000000000e+00
-3.661397238713948177e-02,-8.336224681008250759e-01,-3.746780875013073775e-01,8.164111528453998901e-02,6.961168761829951146e-01,-6.073455716773614732e-01,-1.982162890601878447e+00,-1.627745093132299870e+00,-8.964608717102822144e-01,-1.208667707112404566e+00,1.143594579352161800e+00,-1.872479941247352953e+00,-3.715606684538875548e+00,2.218632732872101165e-01,-2.745535352168587906e+00,-5.058053701671250124e-01,-1.157580838717120475e-01,8.664390633212373238e-01,-2.880429929342398943e+00,-7.535771620665585591e-01,0.000000000000000000e+00
9.964322744843649993e-01,2.706812942814987188e+00,2.313973437076645379e+00,1.566016350459840112e+00,5.333877720287738988e+00,2.887206233857488868e+00,2.391744069760123992e+00,7.027323432540756309e-01,1.021396027715823385e+00,1.038461683275647252e+00,1.962388881809997043e+00,2.449251282654962836e+00,2.321626489968569906e+00,1.706773846506493442e+00,1.747473171893710209e+00,2.262413617061033833e+00,2.504673133468426460e+00,2.800289838031041256e+00,2.658358551880741771e+00,2.697719963391757236e+00,0.000000000000000000e+00
-1.369410203667915882e+00,-4.959431992463127159e+00,-4.739211800527183271e+00,-9.788357601913302286e-01,-2.778388658838541581e+00,-4.334582970375260302e+00,-5.515779233008326621e-01,1.352305110725311010e+00,-1.468228490083441917e+00,-2.266534411755796619e+00,-1.623152468204347443e-01,-1.720106341350646773e-01,-2.581589112044698986e+00,-6.194794314953500081e-01,-2.836084539504725832e+00,-2.152697118175279201e+00,-2.668694967649119398e+00,-2.191091378711718107e+00,7.878373097723834206e-02,-3.651469900818494985e+00,0.000000000000000000e+00
